Locus	Paralog_Name	Nested_Paralogs
nGroup_16157	nGroup_16157_1	nGroup_16157_1_2,nGroup_16157_1,nGroup_16157_1_2_2,nGroup_16157_1_2_2_1_2,nGroup_16157,nGroup_16157_1_2_2_4,nGroup_16157_1_2_2_6
nGroup_16157	nGroup_16157_1_2_2_5_1	nGroup_16157_1_2_2_5_1
nGroup_16157	nGroup_16157_1_2_2_2	nGroup_16157_1_2_2_2
nGroup_16157	nGroup_16157_1_2_1_2	nGroup_16157_1_2_1_2
nGroup_16157	Ambig_nGroup_16157_none_1	Ambig_nGroup_16157_none_1
nGroup_16157	nGroup_16157_1_2_1_1	nGroup_16157_1_2_1_1
nGroup_16157	nGroup_16157_1_2_2_5_2	nGroup_16157_1_2_2_5_2
nGroup_16157	nGroup_16157_1_2_2_3_1_1_2	nGroup_16157_1_2_2_3_1_1_2
nGroup_16157	nGroup_16157_1_2_2_3_1_1	nGroup_16157_1_2_2_3_1_1_1,nGroup_16157_1_2_2_3_1_1
nGroup_16157	nGroup_16157_1_1	nGroup_16157_1_1
nGroup_16157	nGroup_16157_2	Ambig_nGroup_16157_16157og_16157,nGroup_16157_2,nGroup_16157_7,nGroup_16157_6,nGroup_16157_4
nGroup_16157	nGroup_16157_1_2_2_1_1	nGroup_16157_1_2_2_1_1
nGroup_16157	nGroup_16157_1_2_2_3_2	nGroup_16157_1_2_2_3_2
nGroup_16157	nGroup_16157_1_2_2_3_1_2	nGroup_16157_1_2_2_3_1_2
nGroup_19342	nGroup_19342_1_2_2_1_2_2	nGroup_19342_1_2_2_1_2_2
nGroup_19342	nGroup_19342_1_2_1	nGroup_19342_1_2_1
nGroup_19342	nGroup_19342_1_2_2	nGroup_19342_1_2_2_2,nGroup_19342_1_2_2,nGroup_19342
nGroup_19342	nGroup_19342_1_2_2_1_2_1	nGroup_19342_1_2_2_1_2_1
nGroup_19342	19342_1	19342_1
nGroup_19342	nGroup_19342_1_2_2_1_1	nGroup_19342_1_2_2_1_1
nGroup_19342	nGroup_19342_1_1	nGroup_19342_1_1
nadpmdh1	nadpmdh1_2	nadpmdh1_2,nadpmdh1_3
nadpmdh1	nadpmdh1_1	nadpmdh1_1,nadpmdh1
nadpmdh1	Ambig_nadpmdh1_none_1	Ambig_nadpmdh1_none_1
nGroup_7264	nGroup_7264_1_1_1_2_1_2_2	nGroup_7264_1_1_1_2_1_2_2
nGroup_7264	nGroup_7264_1_1_1_2_1_2_1_2	nGroup_7264_1_1_1_2_1_2_1_2
nGroup_7264	nGroup_7264_1_1_1_2_1_2_1_1_2	nGroup_7264_1_1_1_2_1_2_1_1_2
nGroup_7264	nGroup_7264_1_1_1_2_1_2_4	nGroup_7264_1_1_1_2_1_2_4
nGroup_7264	Ambig_nGroup_7264_none_1_1_2	Ambig_nGroup_7264_none_1_1_2
nGroup_7264	nGroup_7264_1_1_2_5	nGroup_7264_1_1_2_5
nGroup_7264	nGroup_7264_1_1_2_6_2	nGroup_7264_1_1_2_6_2
nGroup_7264	nGroup_7264_1_1_2_2	nGroup_7264_1_1_2_2
nGroup_7264	nGroup_7264_1_1_2_4	nGroup_7264_1_1_2_4
nGroup_7264	nGroup_7264_1_1_1_2_1_1	nGroup_7264_1_1_1_2_1_1
nGroup_7264	nGroup_7264_1_1_1_2_1_2	nGroup_7264_1_1_1_2_1_2_3,nGroup_7264_1_1_1_2_1_2,nGroup_7264_1_1_1_2_1_2_6,nGroup_7264_1_1_1_2_1_2_1_1_1
nGroup_7264	nGroup_7264_1_1_1_1_2_2	nGroup_7264_1_1_1_1_2_2
nGroup_7264	nGroup_7264_1_1_1_2_1_2_5	nGroup_7264_1_1_1_2_1_2_5
nGroup_7264	Ambig_nGroup_7264_none_1_2	Ambig_nGroup_7264_none_1_2
nGroup_7264	Ambig_nGroup_7264_none_2	Ambig_nGroup_7264_none_2
nGroup_7264	nGroup_7264_1_2_2	nGroup_7264_1_2_2
nGroup_7264	nGroup_7264_1_1_1_1_1	nGroup_7264_1_1_1_1_1
nGroup_7264	nGroup_7264_1_1_1_1_2	nGroup_7264_1_1_1_1_2_1,nGroup_7264_1_1_1_1_2
nGroup_7264	nGroup_7264_2	nGroup_7264,Ambig_nGroup_7264_none_1_1,nGroup_7264_2,Ambig_nGroup_7264_none_1_1_1
nGroup_7264	nGroup_7264_1	nGroup_7264_1_2_1,nGroup_7264_1,nGroup_7264_1_2
nGroup_7264	nGroup_7264_1_1_1	nGroup_7264_1_1_1,nGroup_7264_1_1_1_2,nGroup_7264_1_1_1_2_2
nGroup_7264	nGroup_7264_1_1_2	nGroup_7264_1_1_2_6,nGroup_7264_1_1_2,nGroup_7264_1_1_2_3,nGroup_7264_1_1_2_6_1,nGroup_7264_1_1_2_1
nGroup_2241	nGroup_2241_11	nGroup_2241_12,nGroup_2241_11
nGroup_2241	Ambig_nGroup_2241_none_5	Ambig_nGroup_2241_none_5
nGroup_2241	Ambig_nGroup_2241_none_3	Ambig_nGroup_2241_none_3
nGroup_2241	nGroup_2241_1	nGroup_2241_1_4,nGroup_2241_1_1,nGroup_2241_1
nGroup_2241	nGroup_2241_9	nGroup_2241_9
nGroup_2241	Ambig_nGroup_2241_none_1	Ambig_nGroup_2241_none_1
nGroup_2241	nGroup_2241_1_3	nGroup_2241_1_3
nGroup_2241	nGroup_2241_4	nGroup_2241_6,Ambig_nGroup_2241_2241_2241og_1,nGroup_2241_4,Ambig_nGroup_2241_2241_2241og_2,nGroup_2241_8
nGroup_2241	Ambig_nGroup_2241_none_2	Ambig_nGroup_2241_none_2
nGroup_2241	nGroup_2241_7	nGroup_2241_7
nGroup_2241	nGroup_2241_2	nGroup_2241,nGroup_2241_5,nGroup_2241_3,nGroup_2241_2,Ambig_nGroup_2241_none_4,nGroup_2241_10
nGroup_2241	nGroup_2241_1_2	nGroup_2241_1_2
nGroup_2241	Ambig_nGroup_2241_2241_2241og_3	Ambig_nGroup_2241_2241_2241og_3
nGroup_796	nGroup_796_18	nGroup_796_18
nGroup_796	Ambig_nGroup_796_none_6_2	Ambig_nGroup_796_none_6_2
nGroup_796	nGroup_796_17	nGroup_796_17
nGroup_796	Ambig_nGroup_796_4_1	Ambig_nGroup_796_4_1
nGroup_796	nGroup_796_6	Ambig_nGroup_796_none_4,nGroup_796_16,Ambig_nGroup_796_none_3,nGroup_796_7,nGroup_796_6
nGroup_796	nGroup_796_5	nGroup_796_5,Ambig_nGroup_796_none_1
nGroup_796	Ambig_nGroup_796_none_2	Ambig_nGroup_796_none_2
nGroup_796	nGroup_796_8	nGroup_796_8
nGroup_796	nGroup_796_9	nGroup_796_9
nGroup_796	Ambig_nGroup_796_none_7	Ambig_nGroup_796_none_7
nGroup_796	nGroup_796_20	nGroup_796_20
nGroup_796	Ambig_nGroup_796_4_4	Ambig_nGroup_796_4_4
nGroup_796	Ambig_nGroup_796_4_3	Ambig_nGroup_796_4_3
nGroup_796	nGroup_796_13	nGroup_796_13
nGroup_796	Ambig_nGroup_796_4_2	Ambig_nGroup_796_4_2
nGroup_796	Ambig_nGroup_796_none_5	Ambig_nGroup_796_none_5
nGroup_796	Ambig_nGroup_796_4	Ambig_nGroup_796_4
nGroup_796	nGroup_796_1_1	nGroup_796_1_1,nGroup_796_1_1_2
nGroup_796	nGroup_796_1_2_1	nGroup_796_1_2_1
nGroup_796	nGroup_796_2	nGroup_796,nGroup_796_21,nGroup_796_2,nGroup_796_4,Ambig_nGroup_796_none_6_1,nGroup_796_19
nGroup_796	nGroup_796_1_2	nGroup_796_1_2_2,nGroup_796_1_2
nGroup_796	nGroup_796_1_1_1	nGroup_796_1_1_1
nGroup_3292	nGroup_3292_1	nGroup_3292_1
nGroup_3292	nGroup_3292_2	nGroup_3292_2,nGroup_3292,nGroup_3292_3
nGroup_3292	Ambig_nGroup_3292_none_1	Ambig_nGroup_3292_none_1
nGroup_8489	8489_1	8489_1
nGroup_8489	nGroup_8489_2	nGroup_8489_3,nGroup_8489_2,nGroup_8489,nGroup_8489_5
nGroup_8489	nGroup_8489_1	nGroup_8489_1
nGroup_8489	nGroup_8489_4	nGroup_8489_4
nadpmdh2	nadpmdh2_26	nadpmdh2_26
nadpmdh2	nadpmdh2_29	nadpmdh2_29
nadpmdh2	nadpmdh2_32	nadpmdh2_32
nadpmdh2	nadpmdh2_34	nadpmdh2_34
nadpmdh2	nadpmdh2_31	nadpmdh2_31
nadpmdh2	nadpmdh2_21	nadpmdh2_21
nadpmdh2	nadpmdh2_2	nadpmdh2_4,nadpmdh2_35,nadpmdh2_2
nadpmdh2	nadpmdh2_24	nadpmdh2_24
nadpmdh2	nadpmdh2_19	nadpmdh2_19
nadpmdh2	Ambig_nadpmdh2_none_2	Ambig_nadpmdh2_none_2
nadpmdh2	nadpmdh2_25	nadpmdh2_25
nadpmdh2	nadpmdh2_1	nadpmdh2_1
nadpmdh2	nadpmdh2_3	nadpmdh2_6,nadpmdh2_3,nadpmdh2_33,nadpmdh2_17,Ambig_nadpmdh2_none_1,nadpmdh2_20,nadpmdh2_22,nadpmdh2_23
nadpmdh2	nadpmdh2_11	nadpmdh2_11
nadpmdh2	nadpmdh2_9	nadpmdh2_9
nadpmdh2	nadpmdh2_15	nadpmdh2_15
nadpmdh2	nadpmdh2_13	nadpmdh2_13
nadpmdh2	nadpmdh2_18	nadpmdh2_18,nadpmdh2_27,nadpmdh2_28,Ambig_nadpmdh2_none_3,nadpmdh2_30
nadpmdh2	nadpmdh2_7	nadpmdh2_7
nadpmdh2	nadpmdh2_10	nadpmdh2_10,nadpmdh2_12,nadpmdh2_14,nadpmdh2_16
nGroup_9112	nGroup_9112_2	Ambig_nGroup_9112_none_2,nGroup_9112_3,nGroup_9112,nGroup_9112_2
nGroup_9112	nGroup_9112_1	nGroup_9112_1
nGroup_9112	Ambig_nGroup_9112_none_3	Ambig_nGroup_9112_none_3
nGroup_9112	Ambig_nGroup_9112_none_1	Ambig_nGroup_9112_none_1
nGroup_6312	nGroup_6312_3	nGroup_6312_3
nGroup_6312	nGroup_6312_1	nGroup_6312_1_1,nGroup_6312_1
nGroup_6312	nGroup_6312_2	nGroup_6312,nGroup_6312_5,Ambig_nGroup_6312_none_1,nGroup_6312_2
nGroup_6312	nGroup_6312_4	nGroup_6312_4
nGroup_6312	nGroup_6312_1_2	nGroup_6312_1_2
nGroup_18627	nGroup_18627_4	nGroup_18627_4
nGroup_18627	nGroup_18627_6	nGroup_18627_6,nGroup_18627_10
nGroup_18627	18627_1	18627_1
nGroup_18627	nGroup_18627_9	nGroup_18627_9
nGroup_18627	nGroup_18627_1_2_1_2_2_8	nGroup_18627_1_2_1_2_2_8
nGroup_18627	nGroup_18627_1_2_1_2_2_5	nGroup_18627_1_2_1_2_2_5
nGroup_18627	Ambig_nGroup_18627_none_1	Ambig_nGroup_18627_none_1
nGroup_18627	nGroup_18627_1_2_1_2_2_4	nGroup_18627_1_2_1_2_2_4
nGroup_18627	nGroup_18627_1_2_1_2_1_2_2_2	nGroup_18627_1_2_1_2_1_2_2_2
nGroup_18627	nGroup_18627_1_2_1_2_1_2_1_2	nGroup_18627_1_2_1_2_1_2_1_2
nGroup_18627	nGroup_18627_1_2_1_2_1_2_1_1	nGroup_18627_1_2_1_2_1_2_1_1
nGroup_18627	nGroup_18627_1_2_1_2_1_1_1	nGroup_18627_1_2_1_2_1_1_1
nGroup_18627	nGroup_18627_1_2_1_2_1_2_2_3	nGroup_18627_1_2_1_2_1_2_2_3_1,nGroup_18627_1_2_1_2_1_2_2_3
nGroup_18627	nGroup_18627_1_2_1_2_2_2	nGroup_18627_1_2_1_2_2_2
nGroup_18627	nGroup_18627_1_2_2_1	nGroup_18627_1_2_2_1
nGroup_18627	nGroup_18627_1_2_1_2_1_1_2	nGroup_18627_1_2_1_2_1_1_2
nGroup_18627	nGroup_18627_1_2_1_2_1_2_2_1_2	nGroup_18627_1_2_1_2_1_2_2_1_2
nGroup_18627	nGroup_18627_1_2_1_2_1_2_2_3_2	nGroup_18627_1_2_1_2_1_2_2_3_2
nGroup_18627	nGroup_18627_1_2_1_2_1	nGroup_18627_1_2_1_2_1_2_2_4,nGroup_18627_1_2_1_2_1_2_2_1_1,nGroup_18627_1_2_1_2_1_2_2,nGroup_18627_1_2_1_2_1,nGroup_18627_1_2_1_2_1_2
nGroup_18627	nGroup_18627_2	nGroup_18627,nGroup_18627_2,nGroup_18627_8
nGroup_18627	nGroup_18627_1_2_1_1_2	nGroup_18627_1_2_1_1_2
nGroup_18627	nGroup_18627_1_2_1_1	nGroup_18627_1_2_1_1_1,nGroup_18627_1_2_1_1
nGroup_18627	nGroup_18627_1_2	nGroup_18627_1_2,nGroup_18627_1_2_2,nGroup_18627_1_2_2_2
nGroup_18627	nGroup_18627_1_2_1_2	nGroup_18627_1_2_1_2,nGroup_18627_1_2_1_2_2_3,nGroup_18627_1_2_1_2_2_1,nGroup_18627_1_2_1_2_2_6,nGroup_18627_1_2_1_2_2_7,nGroup_18627_1_2_1_2_2
nGroup_18627	nGroup_18627_1_1	nGroup_18627_1_1
rbcs	rbcs_1_1_2_4	rbcs_1_1_2_4
rbcs	rbcs_1_1_2_2	rbcs_1_1_2_2
rbcs	rbcs_1_1_1_2_3_2	rbcs_1_1_1_2_3_2
rbcs	rbcs_1_2_2	rbcs_1_2_2
rbcs	rbcs_1_1_1_2_2	rbcs_1_1_1_2_2
rbcs	rbcs_1_1_1_1_1_1_1	rbcs_1_1_1_1_1_1_1
rbcs	rbcs_1_1_1_1_1_1_2_1	rbcs_1_1_1_1_1_1_2_1
rbcs	rbcs_1_1_1_2_3_1_1	rbcs_1_1_1_2_3_1_1
rbcs	rbcs_1_2_5	rbcs_1_2_5
rbcs	rbcs_1_2_3	rbcs_1_2_3
rbcs	rbcs_1_1_1_2_3_1_2	rbcs_1_1_1_2_3_1_2
rbcs	rbcs_1_1_1_2_4_1	rbcs_1_1_1_2_4_1
rbcs	rbcs_1_1_1_2_7_2	rbcs_1_1_1_2_7_2
rbcs	rbcs_1_1_1_2_6	rbcs_1_1_1_2_6
rbcs	rbcs_1_1_1_2_7_1_2	rbcs_1_1_1_2_7_1_2
rbcs	rbcs_1_1_1_2_7_1_1	rbcs_1_1_1_2_7_1_1
rbcs	rbcs_1_1_1_1_1_2_1	rbcs_1_1_1_1_1_2_1
rbcs	rbcs_1_1_1_1_1_1_2	rbcs_1_1_1_1_1_1_2_2,rbcs_1_1_1_1_1_1_2
rbcs	rbcs_1_1_1_2	rbcs_1_1_1_2,rbcs_1_1_1_2_4_2,rbcs_1_1_1_2_4,rbcs_1_1_1_2_5,rbcs_1_1_1_2_1,rbcs_1_1_1_2_8
rbcs	rbcs_1_1_2	rbcs_1_1_2_3,rbcs_1_1_2_1,rbcs_1_1_2
rbcs	rbcs_1_1_1_1_1_2	rbcs_1_1_1_1_1_2_2,rbcs_1_1_1_1_1_2
rbcs	rbcs_1_1_1_1_2	rbcs_1_1_1_1_2
rbcs	rbcs_1_2	rbcs_1_2_1,rbcs_1_2_6,rbcs_1_2,rbcs_1_2_4
rbcs	rbcs_2	rbcs,rbcs_2
nGroup_12443	nGroup_12443_2	nGroup_12443,Ambig_nGroup_12443_none_2,nGroup_12443_3,nGroup_12443_2,nGroup_12443_5,nGroup_12443_7
nGroup_12443	nGroup_12443_6	nGroup_12443_6
nGroup_12443	Ambig_nGroup_12443_none_3	Ambig_nGroup_12443_none_3
nGroup_12443	nGroup_12443_1	nGroup_12443_1
nGroup_12443	nGroup_12443_4	nGroup_12443_4
nGroup_12443	Ambig_nGroup_12443_none_1	Ambig_nGroup_12443_none_1
dit1	dit1_1_2_2_3	dit1_1_2_2_3
dit1	dit1_1_1	dit1_1_1
dit1	Ambig_dit1_none_1	Ambig_dit1_none_1
dit1	dit1_6	dit1_6
dit1	dit1_3	dit1_3,dit1_5
dit1	dit1_1_2_1_1	dit1_1_2_1_1_1_1,dit1_1_2_1_1
dit1	dit1_1	dit1_1_2_2_1,dit1_1,dit1_1_2,dit1_1_2_2,dit1_1_2_2_4
dit1	dit1_1_2_2_2	dit1_1_2_2_2
dit1	dit1_2	dit1_2,dit1,dit1_7,dit1_4
dit1	dit1_1_2_1_2_2	dit1_1_2_1_2_2
dit1	dit1_1_2_1_1_1_2	dit1_1_2_1_1_1_2
dit1	dit1_1_2_1_1_2	dit1_1_2_1_1_2
dit1	dit1_1_2_1_2	dit1_1_2_1_2_1,dit1_1_2_1_2
nGroup_13658	nGroup_13658_6	nGroup_13658_6,nGroup_13658_7
nGroup_13658	nGroup_13658_1_2_2_6	nGroup_13658_1_2_2_6
nGroup_13658	nGroup_13658_1_2_2_4	nGroup_13658_1_2_2_4
nGroup_13658	nGroup_13658_1_2_1_2_2_4	nGroup_13658_1_2_1_2_2_4
nGroup_13658	nGroup_13658_1_2_1_2_2_1_1_2_2	nGroup_13658_1_2_1_2_2_1_1_2_2
nGroup_13658	nGroup_13658_1_2_1_2_2_1_1_2_1_2	nGroup_13658_1_2_1_2_2_1_1_2_1_2
nGroup_13658	nGroup_13658_1_2_1_2_2_1_1_2_1_1_2	nGroup_13658_1_2_1_2_2_1_1_2_1_1_2
nGroup_13658	13658_2	13658_2
nGroup_13658	13658_4	13658_4
nGroup_13658	nGroup_13658_3	nGroup_13658_3
nGroup_13658	13658_3	13658_3
nGroup_13658	nGroup_13658_1_2_2_2	nGroup_13658_1_2_2_2
nGroup_13658	nGroup_13658_1_2_1_2_2_1_1_2_1_1_1	nGroup_13658_1_2_1_2_2_1_1_2_1_1_1
nGroup_13658	nGroup_13658_1_2_1_2_2_1_1_1	nGroup_13658_1_2_1_2_2_1_1_1
nGroup_13658	nGroup_13658_1_2_1_2_2_6	nGroup_13658_1_2_1_2_2_6
nGroup_13658	nGroup_13658_1_2_1_2_2_2	nGroup_13658_1_2_1_2_2_2
nGroup_13658	nGroup_13658_1_2_1_2_1_2	nGroup_13658_1_2_1_2_1_2
nGroup_13658	nGroup_13658_1_2_1_1_1_2_2	nGroup_13658_1_2_1_1_1_2_2
nGroup_13658	nGroup_13658_1_2_1_2_1	nGroup_13658_1_2_1_2_1_1,nGroup_13658_1_2_1_2_1
nGroup_13658	nGroup_13658_2	13658_1,nGroup_13658,nGroup_13658_8,nGroup_13658_4,nGroup_13658_5,nGroup_13658_2
nGroup_13658	nGroup_13658_1_2_1_1_1_1	nGroup_13658_1_2_1_1_1_1
nGroup_13658	nGroup_13658_1_1	nGroup_13658_1_1
nGroup_13658	nGroup_13658_1_2	nGroup_13658_1_2,nGroup_13658_1_2_2_3,nGroup_13658_1_2_2_1,nGroup_13658_1_2_2,nGroup_13658_1_2_2_5
nGroup_13658	nGroup_13658_1_2_1_2	nGroup_13658_1_2_1_2_2_5,nGroup_13658_1_2_1_2_2_1_2,nGroup_13658_1_2_1_2_2_3,nGroup_13658_1_2_1_2_2,nGroup_13658_1_2_1_2
nGroup_13658	nGroup_13658_1_2_1_1_2	nGroup_13658_1_2_1_1_2
nGroup_13658	nGroup_13658_1_2_1_1_1_2	nGroup_13658_1_2_1_1_1_2_1,nGroup_13658_1_2_1_1_1_2
nGroup_10951	nGroup_10951_1_2_2_4	nGroup_10951_1_2_2_4
nGroup_10951	nGroup_10951_1_2_1_2_1	nGroup_10951_1_2_1_2_1
nGroup_10951	10951og_2	nGroup_10951,nGroup_10951_2,10951og_2
nGroup_10951	nGroup_10951_1_2_4	nGroup_10951_1_2_4
nGroup_10951	nGroup_10951_1_2_2_6	nGroup_10951_1_2_2_6
nGroup_10951	nGroup_10951_1_2_2_2	nGroup_10951_1_2_2_2
nGroup_10951	nGroup_10951_1_2_1_1_1_1_1	nGroup_10951_1_2_1_1_1_1_1
nGroup_10951	nGroup_10951_1_1	nGroup_10951_1_1_2,nGroup_10951_1_1
nGroup_10951	nGroup_10951_1_2	nGroup_10951_1_2_2_5,nGroup_10951_1_2_2_1,nGroup_10951_1_2_2_3,nGroup_10951_1_2,nGroup_10951_1_2_2,nGroup_10951_1_2_3
nGroup_10951	10951og_1	10951og_1
nGroup_10951	nGroup_10951_1_2_1_1_1_2	nGroup_10951_1_2_1_1_1_2
nGroup_10951	nGroup_10951_1_2_1_1_2_2	nGroup_10951_1_2_1_1_2_2
nGroup_10951	nGroup_10951_1_2_1_1_1_1_2	nGroup_10951_1_2_1_1_1_1_2
nGroup_10951	nGroup_10951_1_2_1_1_2_3	nGroup_10951_1_2_1_1_2_3
nGroup_10951	nGroup_10951_1_1_1	nGroup_10951_1_1_1
nGroup_10951	nGroup_10951_1_2_1_1_2	nGroup_10951_1_2_1_1_2_1,nGroup_10951_1_2_1_1_2,nGroup_10951_1_2_1_1_2_4
nGroup_10951	nGroup_10951_1_2_1_2	nGroup_10951_1_2_1_2,nGroup_10951_1_2_1_2_2
nadpme	nadpme_1_2_2_1_1_2	nadpme_1_2_2_1_1_2,nadpme_1_2_2_1_1_2_1
nadpme	nadpme_1_2_2_1_1_1_1_1	nadpme_1_2_2_1_1_1_1_1
nadpme	nadpme_1_2_2_1_1_1_2	nadpme_1_2_2_1_1_1_2
nadpme	nadpme_1_2_2_1_1_1_1_2	nadpme_1_2_2_1_1_1_1_2
nadpme	nadpme_1_1_2_6	nadpme_1_1_2_6
nadpme	nadpme_1_2_2_1_1_2_2	nadpme_1_2_2_1_1_2_2
nadpme	nadpme_1_1_2_4	nadpme_1_1_2_4
nadpme	nadpme_1_1_1_5_1	nadpme_1_1_1_5_1
nadpme	nadpme_1_1_1_5_2	nadpme_1_1_1_5_2
nadpme	nadpme_1_1_1_8	nadpme_1_1_1_8
nadpme	nadpme_4	nadpme_4
nadpme	nadpme_6	nadpme_6
nadpme	nadpme_1_2_2_2_8	nadpme_1_2_2_2_8
nadpme	nadpme_1_2_2_2_1	nadpme_1_2_2_2_1
nadpme	nadpme_1_2_2_1_2	nadpme_1_2_2_1_2
nadpme	nadpme_1_2_1	nadpme_1_2_1
nadpme	nadpme_1_1_1_4	nadpme_1_1_1_4
nadpme	nadpme_1_1_2_2	nadpme_1_1_2_2
nadpme	nadpme_1_2_2_2_6	nadpme_1_2_2_2_6
nadpme	nadpme_1_2_2_2_3_2	nadpme_1_2_2_2_3_2
nadpme	nadpme_1_2_2_2_3_1	nadpme_1_2_2_2_3_1
nadpme	nadpme_2	nadpme_2,nadpme,nadpme_3,nadpme_5
nadpme	nadpme_1_2_2_2_5_2	nadpme_1_2_2_2_5_2
nadpme	nadpme_1_1_1_2	nadpme_1_1_1_2
nadpme	nadpme_1_1	nadpme_1_1_2_5,nadpme_1_1_2_1,nadpme_1_1_2_3,nadpme_1_1_2,nadpme_1_1
nadpme	nadpme_1_1_1	nadpme_1_1_1_3,nadpme_1_1_1_1,nadpme_1_1_1_6,nadpme_1_1_1,nadpme_1_1_1_7
nadpme	nadpme_1_2	nadpme_1_2_2_2_7,nadpme_1_2_2,nadpme_1_2_2_2_5_1,nadpme_1_2_2_2_4,nadpme_1_2_2_2_2,nadpme_1_2_2_2,nadpme_1_2
phyC	phyC_9	phyC_9
phyC	phyC_4	phyC_14,phyC_8,phyC,Ambig_phyC_none_1,phyC_4
phyC	phyC_12	phyC_12
phyC	phyC_13	phyC_13
phyC	phyC_3	phyC_3,phyC_5
phyC	phyC_1_1	phyC_1_1,phyC_1_1_3,phyC_1_1_1
phyC	phyC_6	phyC_6
phyC	phyC_1_1_2	phyC_1_1_2
phyC	phyC_1_2	phyC_1_2
phyC	phyC_1_1_4	phyC_1_1_4
phyC	phyC_10	phyC_10
phyC	Ambig_phyC_none_2	Ambig_phyC_none_2
nGroup_15311	nGroup_15311_1_2_2_1_2	nGroup_15311_1_2_2_1_2
nGroup_15311	nGroup_15311_1_2_1_2	nGroup_15311_1_2_1_2_1,nGroup_15311_1_2_1_2
nGroup_15311	nGroup_15311_2	nGroup_15311_2,nGroup_15311
nGroup_15311	nGroup_15311_1_2_2_5	nGroup_15311_1_2_2_5
nGroup_15311	nGroup_15311_1_2_2_6_2	nGroup_15311_1_2_2_6_2
nGroup_15311	nGroup_15311_1_2	nGroup_15311_1_2,nGroup_15311_1_2_2_6_1,nGroup_15311_1_2_2,nGroup_15311_1_2_2_4,nGroup_15311_1_2_2_6,nGroup_15311_1_2_2_1_1_2
nGroup_15311	nGroup_15311_1_2_1_2_2	nGroup_15311_1_2_1_2_2
nGroup_15311	nGroup_15311_1_2_1_1_2	nGroup_15311_1_2_1_1_2_2,nGroup_15311_1_2_1_1_2
nGroup_15311	nGroup_15311_1_2_1_1_1_1	nGroup_15311_1_2_1_1_1_1_1,nGroup_15311_1_2_1_1_1_1,nGroup_15311_1_2_1_1_1_1_3
nGroup_15311	nGroup_15311_1_2_2_2	nGroup_15311_1_2_2_2
nGroup_15311	nGroup_15311_1_2_2_3	nGroup_15311_1_2_2_3
nGroup_15311	nGroup_15311_1_2_1_1_2_1_2	nGroup_15311_1_2_1_1_2_1_2
nGroup_15311	nGroup_15311_1_2_1_1_2_1	nGroup_15311_1_2_1_1_2_1,nGroup_15311_1_2_1_1_2_1_1_1_1
nGroup_15311	nGroup_15311_1_2_1_1_2_1_1_1_2	nGroup_15311_1_2_1_1_2_1_1_1_2
nGroup_15311	nGroup_15311_1_2_1_1_2_1_1_2	nGroup_15311_1_2_1_1_2_1_1_2
nGroup_15311	nGroup_15311_1_2_1_1_1_1_4	nGroup_15311_1_2_1_1_1_1_4
nGroup_15311	nGroup_15311_1_2_2_1_1_1_1	nGroup_15311_1_2_2_1_1_1_1
nGroup_15311	nGroup_15311_1_1	nGroup_15311_1_1
nGroup_15311	nGroup_15311_1_2_1_1_1_2	nGroup_15311_1_2_1_1_1_2
nGroup_15311	nGroup_15311_1_2_2_1_1_1_2	nGroup_15311_1_2_2_1_1_1_2
nGroup_15311	nGroup_15311_1_2_1_1_1_1_2	nGroup_15311_1_2_1_1_1_1_2
asp2	Ambig_asp2_none_1	asp2_9,asp2_11,asp2_4,asp2_7,Ambig_asp2_none_1,asp2_2,asp2
asp2	asp2_10	asp2_10
asp2	asp2_6	asp2_6
asp2	asp2_3	asp2_3
asp2	asp2_1_2	asp2_1_2
asp2	asp2_1	asp2_1_1,asp2_1
asp2	asp2_5	asp2_5
asp2	asp2_8	asp2_8
nGroup_18875	nGroup_18875_1_2_4	nGroup_18875_1_2_4
nGroup_18875	nGroup_18875_1_1	nGroup_18875_1_1
nGroup_18875	nGroup_18875_8	nGroup_18875_8
nGroup_18875	nGroup_18875_5	nGroup_18875_5,nGroup_18875_7
nGroup_18875	nGroup_18875_1_2_2_2	nGroup_18875_1_2_2_2
nGroup_18875	nGroup_18875_2	nGroup_18875_6,nGroup_18875_3,nGroup_18875_2,nGroup_18875
nGroup_18875	nGroup_18875_4	nGroup_18875_4
nGroup_18875	nGroup_18875_1_2_1_2	nGroup_18875_1_2_1_2_1_2,nGroup_18875_1_2_1_2_4,nGroup_18875_1_2_1_2_1,nGroup_18875_1_2_1_2
nGroup_18875	nGroup_18875_1_2_1_1_2_1_1_2	nGroup_18875_1_2_1_1_2_1_1_2
nGroup_18875	nGroup_18875_1_2_1_1_2_1_2	nGroup_18875_1_2_1_1_2_1_2
nGroup_18875	nGroup_18875_1_2_1_1_2_2_1_2	nGroup_18875_1_2_1_1_2_2_1_2
nGroup_18875	nGroup_18875_1_2_1_2_3	nGroup_18875_1_2_1_2_3
nGroup_18875	nGroup_18875_1_2_1_2_2	nGroup_18875_1_2_1_2_2
nGroup_18875	nGroup_18875_1_2_1_2_1_1_1	nGroup_18875_1_2_1_2_1_1_1
nGroup_18875	nGroup_18875_1_2_1_1_2_2_2	nGroup_18875_1_2_1_1_2_2_2
nGroup_18875	nGroup_18875_1_2	nGroup_18875_1_2,nGroup_18875_1_2_2_1,nGroup_18875_1_2_3,nGroup_18875_1_2_2
